source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	ar	HP:0008770	IAO:0000115	The presence of one or more obsessive-compulsive personality traits. Obsessions refer to persistent intrusive thoughts, and compulsions to intrusive behaviors, which the affected person experiences as involuntary, senseless, or repugnant.	وجود واحدة أو أكثر من سمات الشخصية الوسواسية القهرية. تشير الوساوس إلى الأفكار المزعجة التي تتكرر، بينما تشير السلوكيات القهرية إلى سلوكيات متطفلة، حيث يختبرها الشخص المتأثر بأنها لا إرادية أو عبثية أو منفرة.	OFFICIAL
en	ar	HP:0008750	rdfs:label	Laryngeal atresia	رتق في الحنجرة	OFFICIAL
en	ar	HP:0008750	IAO:0000115	Congenital absence of the lumen of the larynx. Laryngeal atresia is a rare condition. If the laryngeal opening fails to develop, fluid secreted by the lungs cannot be expelled. In a fetus with laryngeal atresia, the lungs are either normal or hyperplastic, not hypoplastic. Mortality is reported as 100%. At obstetric US examination, views of the fetal neck demonstrate a dilated trachea filled with trapped fluid. Views of the fetal chest show enlarged, hyperechoic lungs, with dilated fluid-filled bronchi. Fetal ascites is usually present.	الغياب الخلقي للتجويف في الحنجرة. انسداد الحنجرة هو حالة نادرة. إذا فشلت فتحة الحنجرة في التطور، فإن السوائل التي تفرزها الرئتين لا يمكن طردها. في الجنين الذي يعاني من انسداد الحنجرة، تكون الرئتان إما طبيعية أو مفرطة التنسج، وليست ناقصة التنسج. يذكر أن نسبة الوفيات هي 100%. عند الفحص بالموجات فوق الصوتية للأم، تُظهر صور الرقبة لدى الجنين توسعاً في القصبة الهوائية المملوءة بسوائل محبوسة. تُظهر مناظر الصدر لدى الجنين رئتين متضخمتين وذات صدى شديد، مع قصبات هوائية متوسعة ومملوءة بالسوائل. غالبًا ما يكون الحبن الجنيني موجودًا.	OFFICIAL
en	ar	HP:0008751	rdfs:label	Laryngeal cleft	شق في الحنجرة	OFFICIAL
en	ar	HP:0008751	IAO:0000115	Presence of a gap in the posterior laryngotracheal wall with a continuity between the larynx and the esophagus.	وجود فجوة في الجدار الخلفي الحنجري الرغامي بحيث تواصل ما بين الحنجرة والمريء.	OFFICIAL
en	ar	HP:0008752	rdfs:label	Laryngeal cartilage malformation	تشوه غضاريف الحنجرة	OFFICIAL
en	ar	HP:0008752	IAO:0000115	A malformation of the laryngeal cartilage.	تشوه في غضاريف الحنجرة.	OFFICIAL
en	ar	HP:0008754	rdfs:label	Laryngeal calcification	تكلس الحنجرة	OFFICIAL
en	ar	HP:0008754	IAO:0000115	Calcification (abnormal deposits of calcium) in the laryngeal tissues.	تكلس (ترسبات غير طبيعية للكالسيوم) في أنسجة الحنجرة.	OFFICIAL
en	ar	HP:0008755	rdfs:label	Laryngotracheomalacia	تليّن الحنجرة والقصبة الهوائية	OFFICIAL
en	ar	HP:0008756	rdfs:label	Bowing of the vocal cords	تقوس الحبال الصوتية	OFFICIAL
en	ar	HP:0008756	IAO:0000115	Bowing (abnormal curvature) of the vocal folds.	تقوس (انحناء غير طبيعي) في الحبال الصوتية.	OFFICIAL
en	ar	HP:0008757	rdfs:label	Unilateral vocal cord paralysis	شلل الحبل الصوتي الأحادي	OFFICIAL
en	ar	HP:0008757	IAO:0000115	A loss of the ability to move the vocal fold on one side.	فقدان القدرة على تحريك الحبل الصوتي من جهة واحدة.	OFFICIAL
en	ar	HP:0008760	rdfs:label	Violent behavior	سلوك عنيف	OFFICIAL
en	ar	HP:0008760	IAO:0000115	Conduct and/or behavior, both verbal and non-verbal, including but not limited to verbal and/or physical aggression, attacks, threats, harassment, intimidation, and other disruptive behaviors in any form or through any medium, that cause or have the potential to cause a reasonable person to fear physical harm from any individual(s) or group(s) towards any person(s) or property. This is commonly defined as a violent act characterized by the use of physical force, anger, or sudden intense activity.	السلوك والتصرفات، سواء كانت لفظية أو غير لفظية، بما في ذلك على سبيل المثال لا الحصر العدوان اللفظي و/أو الجسدي، الهجمات، التهديدات، التحرش، الترويع، وغيرها من السلوكيات التخريبية بأي شكل أو من خلال أي وسيلة، التي تسبب أو لديها القدرة على التسبب في خوف معقول من الأذى الجسدي من أي فرد أو مجموعة تجاه أي شخص أو ممتلكات. غالباً ما يُعرَف كوصف للفعل العنيف المميز باستخدام القوة الجسدية أو الغضب أو النشاط المفاجئ الشديد.	OFFICIAL
en	ar	HP:0032213	rdfs:label	Increased urinary renal tubular epithelial cell count	زيادة عدد خلايا الظهارة الأنبوبية الكلوية في البول	OFFICIAL
en	ar	HP:0032213	IAO:0000115	An increased number of renal tubular epithelial cells per high-power field in urinanalysis.	زيادة في عدد خلايا الظهارة الأنبوبية الكلوية لكل حقل قوي عند تحليل البول.	OFFICIAL
en	ar	HP:0032214	rdfs:label	Increased urinary transitional epithelial cell count	زيادة عدد خلايا الظهارة الانتقالية في البول	OFFICIAL
en	ar	HP:0032214	IAO:0000115	An increased number of transitional epithelial cells per high-power field in urinanalysis.	زيادة في عدد خلايا الظهارة الانتقالية لكل حقل قوي عند تحليل البول.	OFFICIAL
en	ar	HP:0032215	rdfs:label	Disseminated cutaneous warts	ثآليل جلدية منتشرة	OFFICIAL
en	ar	HP:0032215	IAO:0000115	Multiple skin warts located in multiple parts of the body, e.g., neck, trunks, and extremities.	وجود ثآليل جلدية متعددة في أجزاء مختلفة من الجسم، مثل الرقبة والجذع والأطراف.	OFFICIAL
en	ar	HP:0032216	rdfs:label	Lymphocytic infiltration of the colorectal mucosa	ارتشاح لمفاوي في مخاطية القولون والمستقيم	OFFICIAL
en	ar	HP:0032216	IAO:0000115	Abnormally increased intraepithelial lymphocyte count. This finding may be appreciated as large numbers of surface intraepithelial lymphocytes as seen (for instance) with hematoxylin and eosin staining of a colonic biopsy sample taken during colonoscopy.	زيادة غير طبيعية في عدد الخلايا اللمفاوية داخل النسيج الطلائي. يمكن ملاحظة هذا الزيادة كعدد كبير من الخلايا اللمفاوية السطحية داخل النسيج الطلائي، كما يُرى (على سبيل المثال) مع صبغة الهيماتوكسيلين والإيوزين في عينة وخز من القولون مأخوذة خلال تنظير القولون.	OFFICIAL
en	ar	HP:0032217	rdfs:label	Indurated nodule	عقدة متصلبة	OFFICIAL
en	ar	HP:0032217	IAO:0000115	A skin nodule that is unusually hard (indurated).	عقدة على الجلد تكون صلبة بشكل غير اعتيادي (متصلبة).	OFFICIAL
en	ar	HP:0032218	rdfs:label	Decreased CD4+ T cell proportion	انخفاض نسبة الخلايا التائية CD4+	OFFICIAL
en	ar	HP:0032218	IAO:0000115	Abnormal decrease of helper CD3+CD4+ T cells, measured as percentage of total CD3+ T cells in the blood, compared to a reference range for a given sex and age-group. These are usually measured within the TCR alpha/beta positive population.	انخفاض غير طبيعي في خلايا المساعدة CD3+CD4+، التي تُقاس كنسبة من إجمالي خلايا CD3+ الموجودة في الدم، مقارنة بنطاق مرجعي لجنس وفئة عمرية معينة. تُقاس هذه عادة ضمن الفئة الإيجابية لمستقبلات TCR ألفا/بيتا.	OFFICIAL
en	ar	HP:0032219	rdfs:label	Increased CD4+ T cell proportion	زيادة نسبة الخلايا التائية CD4+	OFFICIAL
en	ar	HP:0032219	IAO:0000115	Abnormal increase of helper CD3+CD4+ T cells, measured as percentage of total CD3+ T cells in the blood, compared to a reference range for a given sex and age-group. These are usually measured within the TCR alpha/beta positive population.	زيادة غير طبيعية في خلايا المساعدة CD3+CD4+، التي تُقاس كنسبة من إجمالي خلايا CD3+ الموجودة في الدم، مقارنة بنطاق مرجعي لجنس وفئة عمرية معينة. تُقاس هذه عادة ضمن الفئة الإيجابية لمستقبلات TCR ألفا/بيتا.	OFFICIAL
en	ar	HP:0032220	rdfs:label	Interface hepatitis	التهاب الكبد عند الواجهة	OFFICIAL
en	ar	HP:0032220	IAO:0000115	Inflammation of the liver characterized by a mononuclear cell infiltrate whereby portal inflammatory cells extend through the limiting plate between the portal tract and liver parenchyma.	التهاب في الكبد يتميز بتسلل الخلايا الوحيدية حيث تمتد الخلايا الالتهابية من بوابات المسار البابي إلى صفيحة الحدود بين المسار البابي ونسيج الكبد.	OFFICIAL
en	ar	HP:0032221	rdfs:label	Periportal emperipolesis	التهم البوابي المحيطي	CANDIDATE
en	ar	HP:0032221	IAO:0000115	The engulfing of lymphocytes by hepatocytes, which typically occurs in the interface hepatitis area.	ابتلاع الخلايا الليمفاوية بواسطة خلايا الكبد، الذي يحدث عادة في منطقة التهاب الكبد المتصالب.	CANDIDATE
en	ar	HP:0032222	rdfs:label	Serrated intestinal polyps	سلائل معوية مسننة	OFFICIAL
en	ar	HP:0032222	IAO:0000115	The presence of multiple serrated polyps in the intestine. Unlike conventional adenomas, which are uniformly dysplastic, the vast majority of serrated lesions contain no dysplasia. The serrated class includes the hyperplastic polyps, which are not considered precancerous; sessile serrated polyps (also called sessile serrated adenomas); and traditional serrated adenomas. Sessile serrated polyps are larger on average and more often located in the proximal colon. Sessile serrated polyps have a more irregular surface, a pattern to the surface that has been called cloudlike, and indistinct edges compared with hyperplastic polyps. Sessile serrated polyps also have large open pits on the surface (type O pits) when viewed with magnification.	وجود عدة سلائل مسننة في الأمعاء. على عكس الأورام الغدية التقليدية، التي تكون متسرطنة بشكل موحد، فإن الغالبية العظمى من الآفات المسننة لا تحتوي على أي تسرطن. تشمل الفئة المسننة السلائل المفرطة التصنع، التي لا تعتبر مسببة للسرطان؛ السلائل المسننة الجالسة (وتسمى أيضاً الأورام الغدية المسننة الجالسة)؛ والأورام الغدية المسننة التقليدية. السلائل المسننة الجالسة أكبر في المتوسط وتقع غالباً في القولون القريب. السلائل المسننة الجالسة لها سطح أكثر عدم انتظام، ونمط على السطح أُطلق عليه شكل السحابة، وحواف غير واضحة مقارنة بالسلائل المفرطة التصنع. تحتوي السلائل المسننة الجالسة أيضاً على حفر كبيرة مفتوحة على السطح (حفر من النوع O) عند عرضها بتكبير.	OFFICIAL
en	ar	HP:0032201	rdfs:label	Rotator cuff tear	تمزق الكفة المدورة	OFFICIAL
en	ar	HP:0032201	IAO:0000115	The term rotator cuff describes the tendons connecting the infraspinatus, supraspinatus, teres minor, and subscapularis muscles to the humeral head.Traumatic tears of the rotator cuff tend to occur at the tendon-bone junction of the supraspinatus and greater tuberosity of the humerus whereas degenerative tears tend to be seen posteriorly at the junction of the supraspinatus and infraspinatu A rotator cuff tear is when one or more of these tendons tears or detaches from the humerus.	يصف مصطلح الكفة المدورة الأوتار التي تربط عضلات تحت الشوكة وفوق الشوكة والعضلة المدورة الصغيرة وعضلة تحت الأخرمية برأس العظمة العضدية. يحدث تمزق الكفة المدورة عادةً في منطقة اتصال الوتر بعظمة العضد، وخاصة عند الارتباط بنقطة فوق الشوكة والناتئ الأكبر للعظمة العضدية.	OFFICIAL
en	ar	HP:0032202	rdfs:label	Vulvar intraepithelial neoplasia	تنشّؤ داخل الظهارة الفرجية	OFFICIAL
en	ar	HP:0032202	IAO:0000115	Vulvar intraepithelial neoplasia (VIN) is widely accepted as the precursor lesion of vulvar squamous cell carcinoma (VSCC). VSCC arises via either a human papilloma virus (HPV)-associated pathway, or more commonly, via a mechanism independent of HPV, often being linked to chronic inflammatory conditions such as lichen sclerosus (LS). Accordingly, two distinct subtypes of VIN are recognized: the HPV-associated high-grade squamous intraepithelial lesion/usual VIN (HSIL/uVIN) and the non-HPV-associated differentiated VIN (dVIN). HSIL is clinically identified by its multifocal, warty appearance and on histology by conspicuous cytological and architectural atypia. Differentiated VIN, on the other hand, often produces ill-defined lesions, and on histology, notoriously mimics non-neoplastic epithelial disorders (NNED), particularly LS. As a result, dVIN is rarely identified in advance of a diagnosis of invasive malignancy, despite being the precursor lesion of the majority of VSCC.	يعتبر الورم الظاهري المستبطن في الفرج آفة سابقة لسرطان الخلايا الحرشفية في الفرج. يمكن أن يتطور عن طريق طريق مرتبط بفيروس الورم الحليمي البشري أو، بشكل أكثر شيوعًا، عن طريق آلية مستقلة غالبًا ما ترتبط بأمراض التهابية مزمنة مثل الحزاز المتصلب. هناك نوعان مختلفان من الورم الظاهري المستبطن: الورم الحرشفي الظاهري المرتبط بفيروس الورم الحليمي البشري (HSIL) والورم الظاهري المستبطن غير المرتبط بفيروس الورم الحليمي البشري (dVIN).	OFFICIAL
en	ar	HP:0032203	rdfs:label	Lymphoid nodular hyperplasia	فرط التنسج العقيدي اللمفاوي	OFFICIAL
en	ar	HP:0032203	IAO:0000115	Lymphoid nodular hyperplasia (LNH) of the terminal ileum and colon has been considered a mucosal response to nonspecific stimuli, most often infections, and consequently has been regarded as a pathophysiologic phenomenon during infancy and childhood. LNH can be ascertained by colonoscopy, whereby a lymphoid nodule is defined as an extruding follicle with a diameter of not more than 2 mm, and LNH is defined as a cluster of not more than 10 of such extruding lymphoid nodules (see Figure 1 of PMID:17368236).	يعتبر تضخم العقد اللمفاوية العقدي في الأمعاء الغليظة واللفائفي النهائي استجابة مخاطية لمحفزات غير محددة، وغالبًا ما تكون التهابات. يمكن الكشف عنه باستخدام تنظير القولون، حيث يُعرف العقدة اللمفاوية بأنها جُريْبة بارزة بقطر لا يزيد عن 2 مم، ويُعرف التضخم اللمفي العقدي كمجموعة لا تزيد عن 10 من هذه العقد البارزة.	OFFICIAL
en	ar	HP:0032204	rdfs:label	Chronic active Epstein-Barr virus infection	عدوى إبشتاين بار الفيروسية النشطة المزمنة	OFFICIAL
en	ar	HP:0032204	IAO:0000115	Chronic active Epstein-Barr virus (EBV) infection is an uncommon outcome of EBV infection and may present as a waxing and waning or fulminant syndrome. Unlike acute infectious mononucleosis, wherein EBV establishes lifelong infection and survives by maintaining a delicate balance with the host as a latent infection, in chronic active EBV infection the host-virus balance is disturbed.	تعد عدوى فيروس إبشتاين بار النشطة المزمنة نتيجة غير شائعة للعدوى بالفيروس وقد تظهر على شكل متلازمة متغيرة أو متسارعة. في هذه العدوى، يُختل توازن الفيروس والمضيف على عكس عدوى إبشتاين بار الحادة.	OFFICIAL
en	ar	HP:0032205	rdfs:label	Increased circulating galectin-3 level	زيادة مستويات الجلاكتين-3 في الدم	OFFICIAL
en	ar	HP:0032205	IAO:0000115	An increased circulation of galectin-3 in the blood circulation.	زيادة مستويات الجلاكتين-3 في الدورة الدموية.	OFFICIAL
en	ar	HP:0032208	rdfs:label	Increased urinary type 1 collagen N-terminal telopeptide level	زيادة مستوى النهايات الطرفية للكولاجين النوع الأول في البول	CANDIDATE
en	ar	HP:0032208	IAO:0000115	An increased concentration of type 1 collagen N-terminal telopeptide (NTx) level in the urine. Generally the test is performed over a period of time, for instance, 10 cc of morning urine can be collected following 12 hours overnight fasting or for 24 hours.	زيادة تركيز النهايات الطرفية للكولاجين النوع الأول (NTx) في البول. يتم إجراء الفحص عادةً على مدى فترة زمنية، مثل جمع 10 سم مكعب من البول في الصباح بعد صيام لمدة 12 ساعة خلال الليل أو لمدة 24 ساعة.	CANDIDATE
en	ar	HP:0032210	rdfs:label	Decreased circulating free T3	تناقص تركيز T3 الحر في الدم	OFFICIAL
en	ar	HP:0032210	IAO:0000115	A reduced concentration of free 3,3',5-triiodo-L-thyronine in the blood circulation.	تقليل في تركيز الهرمون الثلاثي يودوثيرونين في الدم.	OFFICIAL
en	ar	HP:0032211	rdfs:label	Increased urinary epithelial cell count	زيادة عدد الخلايا الظهارية في البول	OFFICIAL
en	ar	HP:0032211	IAO:0000115	An increased number of epithelial cells per high-power field in urinanalysis.	زيادة في عدد الخلايا الظهارية لكل حقل عالي القدرة في تحليل البول.	OFFICIAL
en	ar	HP:0032212	rdfs:label	Increased urinary squamous epithelial cell count	زيادة عدد خلايا البشرة الحرشفية في البول	OFFICIAL
en	ar	HP:0032212	IAO:0000115	An increased number of squamous epithelial cells per high-power field in urinanalysis.	زيادة عدد خلايا البشرة الحرشفية لكل حقل عالي القدرة في تحليل البول.	OFFICIAL
en	ar	HP:0008794	rdfs:label	Dysplastic iliac wing	جناح الحرقفة التنسجي	CANDIDATE
en	ar	HP:0008794	IAO:0000115	A general term that describes a congenital defect in the iliac wing resulting from abnormal development.	مصطلح عام يصف وجود خلل خلقي في جناح الحرقفة ناتج عن تطور غير طبيعي.	CANDIDATE
en	ar	HP:0008796	rdfs:label	Femoral retroversion	انكفاء خلفي في عظم الفخذ	OFFICIAL
en	ar	HP:0008796	IAO:0000115	An abnormal backward rotation of the hip relative to the knee such that the hips are externally rotated with the foot pointed outward instead of straight ahead (out-toeing).	دوران خلفي غير طبيعي للورك بالنسبة إلى الركبة، بحيث تكون الوركين موجهتين للخارج والقدم متجهة نحو الخارج بدلاً من الأمام مباشرة (مشية القدم للخارج).	CANDIDATE
en	ar	HP:0008797	rdfs:label	Early ossification of capital femoral epiphyses	التعظم المبكر في رأس مشاشة عظم الفخذ	OFFICIAL
en	ar	HP:0008797	IAO:0000115	Developmental acceleration of ossification of the proximal epiphysis of the femur.	تسارع تطور التعظم في النهاية القريبة لعظم الفخذ.	OFFICIAL
en	ar	HP:0008798	rdfs:label	Widened greater sciatic notch	اتساع في الثلمة الوركية العظمى	OFFICIAL
en	ar	HP:0008798	IAO:0000115	The sacroiliac joint in the bony pelvis connects the sacrum and the ilium of the pelvis, which are joined by strong ligaments. The notch is located directly superior to the joint. This term refers to a increase in the lateral dimension of the notch.	المفصل العجزي الحرقفي في الحوض العظمي يربط بين العجز والحرقفة في الحوض بواسطة أربطة قوية. يقع الشق مباشرةً فوق المفصل. يشير هذا المصطلح إلى زيادة في البعد الجانبي للشق.	CANDIDATE
en	ar	HP:0008800	rdfs:label	Limited hip movement	حركة محدودة للورك	OFFICIAL
en	ar	HP:0008800	IAO:0000115	A decreased ability to move the femur at the hip joint associated with a decreased range of motion of the hip.	انخفاض القدرة على تحريك عظم الفخذ في مفصل الورك بسبب انخفاض في مدى حركة الورك.	OFFICIAL
en	ar	HP:0008804	rdfs:label	Broad femoral head	رأس الفخذ العريض	OFFICIAL
en	ar	HP:0008804	IAO:0000115	Increased width of the femoral head.	زيادة في عرض رأس عظم الفخذ.	OFFICIAL
en	ar	HP:0008807	rdfs:label	Acetabular dysplasia	خلل تنسجي في الجوف الحقي	OFFICIAL
en	ar	HP:0008807	IAO:0000115	A smaller than normal acetabulum that has insufficient femoral head coverage leading to abnormal hip joint contact pressures, instability and pain.	حوض أصغر من الطبيعي يؤدي إلى تغطية غير كافية لرأس الفخذ، مما يؤدي إلى ضغوط غير طبيعية على مفصل الورك، وعدم استقراره والشعور بالألم.	OFFICIAL
en	ar	HP:0008808	rdfs:label	High iliac wing	الجناح الحرقفي العالي	OFFICIAL
en	ar	HP:0008808	IAO:0000115	Increased height of the wing (or ala) of the ilium (which is the large expanded portion which bounds the greater pelvis laterally).	زيادة في ارتفاع جناح الحرقفة (أو الآلة) الذي هو الجزء الكبير المتوسع الذي يحد الحوض الأكبر من الجوانب).	OFFICIAL
en	ar	HP:0032223	rdfs:label	Blood group	فصيلة الدم	OFFICIAL
en	ar	HP:0032223	IAO:0000115	Any of the various types of human blood whose antigen characteristics determine compatibility in transfusion. While the ABO and Rhesus systems are the most well known, there are in total about 300 different blood type antigens distributed across 34 different blood type systems.	أي من الأنواع المختلفة لدم الإنسان التي تحدد خصائص المستضدات فيه مدى التوافق في عمليات النقل. بينما تعد نظم ABO و Rhesus الأكثر شهرةً، يوجد في المجموع حوالي 300 مستضد مختلف لفصائل الدم موزعة عبر 34 نظامًا مختلفًا لفصائل الدم.	OFFICIAL
en	ar	HP:0032224	rdfs:label	ABO blood group	فصائل الدم ABO	OFFICIAL
en	ar	HP:0032224	IAO:0000115	The ABO system consists of A and B antigens and antibodies against these antigens.	يتكون نظام ABO من مستضدات A و B وأجسام مضادة ضد هذه المستضدات.	OFFICIAL
en	ar	HP:0032225	rdfs:label	Perifollicular fibroma	ورم ليفي حول الجريب	OFFICIAL
en	ar	HP:0032225	IAO:0000115	Perifollicular fibroma is a rare cutaneous hamartoma that shows differentiation in the connective tissue sheath of hair follicles. It can occur as a solitary papule or as multiple lesions. Histologically, the lesion consists of a concentric arrangement of cellular fibrous tissue around a normal hair follicle.	الورم الليفي حول الجريب هو ورم حميد نادر في الجلد يظهر تمايزًا في غمد النسيج الضام لبصيلات الشعر. يمكن أن يظهر كبثور منفردة أو كمجموعة من الآفات. ومن الناحية النسيجية، تتألف الآفة من ترتيب دائري لأنسجة ليفية خلوية حول جريب شعر طبيعي.	OFFICIAL
en	ar	HP:0032227	rdfs:label	Sebaceous hyperplasia	تضخم الغدد الدهنية	CANDIDATE
en	ar	HP:0032227	IAO:0000115	A common, benign skin condition involving hypertrophy of the sebaceous glands characterized by single or multiple lesions that manifest as yellow, soft, small papules with umbilication. The lesions are located commonly on the central face (specifically, the nose, cheeks and forehead) but may also occur elsewhere, including the chest, mouth, scrotum, foreskin, penile shaft, vulva, and areola.	حالة جلدية شائعة وغير ضارة تتضمن تضخم الغدد الدهنية تتميز بآفات مفردة أو متعددة تظهر على شكل حطاطات صفراء ناعمة وصغيرة مع تقعر. توجد الآفات بشكل شائع على الوجه المركزي (خاصةً الأنف والخدين والجبهة) ولكن قد تحدث أيضًا في أماكن أخرى بما في ذلك الصدر والفم وكيس الصفن والعضو الذكري والمهبل والهالة.	OFFICIAL
en	ar	HP:0032228	rdfs:label	Trichodiscoma	تريخوديسكوما	CANDIDATE
en	ar	HP:0032228	IAO:0000115	A small benign fibrovascular tumor of the dermal part of the hair disk. Trichodiscoma is rather simple in appearance and consists of a dome-shaped fibrous tumor with a prominent vascular component that fills the papillary dermis under an atrophic epidermis. As in a normal hair disk, a hair follicle may be present at one edge of the papular lesion.	ورم ليفي وعائي صغير حميد في الجزء الجلدي من القرص الشعري. التريخوديسكوما عبارة عن ورم ليفي بسيط الشكل يشمل ورمًا ليفيًا ذا مكون وعائي بارز يملأ الأدمة الحليمية تحت البشرة الضامرة. كما في القرص الشعري الطبيعي، قد يوجد جريب شعر عند أحد أطراف الآفة الحطاطية.	CANDIDATE
en	ar	HP:0032229	rdfs:label	Perinuclear antineutrophil antibody positivity	إيجابية الأجسام المضادة حول النواة للعدلات	OFFICIAL
en	ar	HP:0032229	IAO:0000115	The presence of autoantibodies in the serum that react against proteins predominantly expressed in perinuclear region of neutrophils.	وجود الأجسام المضادة الذاتية في المصل التي تتفاعل مع البروتينات الموجودة أساسًا في المنطقة حول النواة للعدلات.	OFFICIAL
en	ar	HP:0032230	rdfs:label	Cytoplasmic antineutrophil antibody positivity	إيجابية الأجسام المضادة السيتوبلازمية للعدلات	OFFICIAL
en	ar	HP:0032230	IAO:0000115	The presence of autoantibodies in the serum that react against proteins predominantly expressed in cytoplasmic granules of neutrophils.	وجود الأجسام المضادة الذاتية في المصل التي تتفاعل مع البروتينات الموجودة أساسًا في الحبيبات السيتوبلازمية للعدلات.	OFFICIAL
en	ar	HP:0032231	rdfs:label	Hypochromia	نقص الصباغ	OFFICIAL
en	ar	HP:0032231	IAO:0000115	A qualitative impression that red blood cells have less color than normal when examined under a microscope, usually related to a reduced amount of hemoglobin in the red blood cells.	انطباع نوعي بأن خلايا الدم الحمراء أقل لونًا من العادة عند فحصها تحت المجهر، ويرتبط ذلك عادةً بكمية أقل من الهيموجلوبين في خلايا الدم الحمراء.	OFFICIAL
en	ar	HP:0032232	rdfs:label	Elevated circulating CK-MB concentration	ارتفاع تركيز CK-MB في الدم	CANDIDATE
en	ar	HP:0032232	IAO:0000115	The concentration of CK-MB (= creatine kinase MB) in the blood circulation is above the upper limit of normal.	تركيز CK-MB (= كرياتين كيناز MB) في دوران الدم يتجاوز الحد الأعلى للطبيعي.	CANDIDATE
en	ar	HP:0032233	rdfs:label	Increased circulating creatine kinase BB isoform	زيادة نسبة نظير كرياتين كيناز BB في الدم	CANDIDATE
en	ar	HP:0032233	IAO:0000115	An increased concentration of the BB isoform of creatine kinase in the blood circulation.	زيادة تركيز نظير كرياتين كيناز BB في الدورة الدموية.	CANDIDATE
en	ar	HP:0032234	rdfs:label	Increased circulating creatine kinase MM isoform	زيادة نسبة نظير كرياتين كيناز MM في الدم	CANDIDATE
en	ar	HP:0032234	IAO:0000115	An increased concentration of the MM isoform of creatine kinase in the blood circulation.	زيادة تركيز نظير كرياتين كيناز MM في الدورة الدموية.	CANDIDATE
en	ar	HP:0032235	rdfs:label	Anti-La/SS-B antibody positivity	إيجابية وجود أجسام مضادة ضد La/SS-B	OFFICIAL
en	ar	HP:0032235	IAO:0000115	The presence of autoantibodies in the blood circulation that react against La/SSB autoantigens.	وجود أجسام مضادة ذاتية في الدورة الدموية تتفاعل ضد مولدات الضد الذاتية La/SSB.	OFFICIAL
en	ar	HP:0032236	rdfs:label	Increased circulating immature neutrophil count	زيادة عدد الخلايا النيوتروفيلية غير الناضجة في الدم	CANDIDATE
